customerID,churn_probability,churn_prediction,risk_level,tenure,Contract,MonthlyCharges,TotalCharges,InternetService,OnlineSecurity,TechSupport,PaymentMethod
8111-RKSPX,0.97,Yes,Critical Risk,4,Month-to-month,72.2,305.55,Fiber optic,No,No,Bank transfer (automatic)
3106-ULWFW,0.97,Yes,Critical Risk,8,Month-to-month,85.2,627.4,Fiber optic,No,No,Credit card (automatic)
0684-AOSIH,0.97,Yes,Critical Risk,1,Month-to-month,95.0,95,Fiber optic,Yes,No,Electronic check
6861-XWTWQ,0.97,Yes,Critical Risk,7,Month-to-month,99.25,665.45,Fiber optic,No,No,Electronic check
6877-TJMBR,0.97,Yes,Critical Risk,1,Month-to-month,84.8,84.8,Fiber optic,No,Yes,Electronic check
1455-ESIQH,0.97,Yes,Critical Risk,1,Month-to-month,89.1,89.1,Fiber optic,No,No,Electronic check
4349-GFQHK,0.97,Yes,Critical Risk,1,Month-to-month,54.35,54.35,DSL,No,No,Electronic check
1833-VGRUM,0.97,Yes,Critical Risk,1,Month-to-month,74.2,74.2,Fiber optic,No,No,Electronic check
2868-SNELZ,0.9688,Yes,Critical Risk,2,Month-to-month,80.6,155.8,Fiber optic,No,No,Mailed check
0148-DCDOS,0.965,Yes,Critical Risk,25,Month-to-month,94.7,2362.1,Fiber optic,No,No,Bank transfer (automatic)
8290-YWKHZ,0.965,Yes,Critical Risk,32,Month-to-month,93.2,2931,Fiber optic,No,No,Electronic check
3440-JPSCL,0.965,Yes,Critical Risk,6,Month-to-month,99.95,547.65,Fiber optic,No,Yes,Mailed check
7599-FKVXZ,0.965,Yes,Critical Risk,42,Month-to-month,106.15,4512.7,Fiber optic,No,Yes,Bank transfer (automatic)
4385-GZQXV,0.965,Yes,Critical Risk,16,Month-to-month,94.45,1511.2,Fiber optic,No,Yes,Electronic check
5583-SXDAG,0.965,Yes,Critical Risk,1,Month-to-month,70.0,70,Fiber optic,No,No,Electronic check
6100-QQHEB,0.965,Yes,Critical Risk,17,Month-to-month,92.55,1515.1,Fiber optic,No,No,Electronic check
0637-KVDLV,0.965,Yes,Critical Risk,2,Month-to-month,76.5,162.45,Fiber optic,No,No,Electronic check
6326-MTTXK,0.965,Yes,Critical Risk,8,Month-to-month,100.85,819.55,Fiber optic,No,No,Electronic check
5204-QZXPU,0.965,Yes,Critical Risk,19,Month-to-month,39.65,733.35,DSL,No,No,Electronic check
2737-WFVYW,0.965,Yes,Critical Risk,2,Month-to-month,45.25,85.5,DSL,No,No,Electronic check
0345-HKJVM,0.965,Yes,Critical Risk,6,Month-to-month,89.3,577.6,Fiber optic,No,No,Electronic check
3235-ETOOB,0.965,Yes,Critical Risk,8,Month-to-month,74.5,609.9,Fiber optic,Yes,No,Electronic check
9961-JBNMK,0.965,Yes,Critical Risk,21,Month-to-month,96.8,2030.3,Fiber optic,No,No,Bank transfer (automatic)
5196-SGOAK,0.965,Yes,Critical Risk,1,Month-to-month,75.7,75.7,Fiber optic,No,No,Electronic check
1143-NMNQJ,0.965,Yes,Critical Risk,2,Month-to-month,85.7,169.8,Fiber optic,No,No,Electronic check
8878-HMWBV,0.965,Yes,Critical Risk,3,Month-to-month,49.15,169.05,DSL,No,No,Electronic check
8086-OVPWV,0.965,Yes,Critical Risk,2,Month-to-month,80.2,181.1,Fiber optic,No,No,Electronic check
0947-IDHRQ,0.965,Yes,Critical Risk,7,Month-to-month,80.3,526.7,Fiber optic,No,No,Mailed check
7598-UAASY,0.965,Yes,Critical Risk,2,Month-to-month,76.4,151.8,Fiber optic,No,No,Electronic check
0135-NMXAP,0.965,Yes,Critical Risk,12,Month-to-month,89.75,1052.4,Fiber optic,No,No,Bank transfer (automatic)
1415-YFWLT,0.965,Yes,Critical Risk,1,Month-to-month,89.3,89.3,Fiber optic,No,No,Electronic check
6993-OHLXR,0.965,Yes,Critical Risk,2,Month-to-month,68.95,119.75,Fiber optic,No,No,Electronic check
0378-TOVMS,0.965,Yes,Critical Risk,3,Month-to-month,85.8,272.2,Fiber optic,No,Yes,Electronic check
9430-FRQOC,0.965,Yes,Critical Risk,4,Month-to-month,87.1,341.45,Fiber optic,No,Yes,Mailed check
5364-XYIRR,0.965,Yes,Critical Risk,51,Month-to-month,94.65,4812.75,Fiber optic,No,No,Electronic check
1602-IJQQE,0.965,Yes,Critical Risk,4,Month-to-month,75.35,338.1,Fiber optic,No,No,Electronic check
1268-ASBGA,0.965,Yes,Critical Risk,16,Month-to-month,85.35,1375.15,Fiber optic,No,No,Credit card (automatic)
2276-YDAVZ,0.965,Yes,Critical Risk,3,Month-to-month,75.1,270.7,Fiber optic,No,No,Credit card (automatic)
4581-SSPWD,0.965,Yes,Critical Risk,3,Month-to-month,75.8,246.3,Fiber optic,No,No,Electronic check
9912-GVSEQ,0.965,Yes,Critical Risk,26,Month-to-month,93.85,2381.55,Fiber optic,No,No,Electronic check
0754-UKWQP,0.965,Yes,Critical Risk,2,Month-to-month,95.85,197.7,Fiber optic,No,No,Electronic check
8443-WVPSS,0.965,Yes,Critical Risk,10,Month-to-month,99.85,990.9,Fiber optic,No,Yes,Electronic check
0362-ZBZWJ,0.965,Yes,Critical Risk,36,Month-to-month,84.9,3067.2,Fiber optic,No,No,Electronic check
3315-TOTBP,0.965,Yes,Critical Risk,15,Month-to-month,76.0,1130.85,Fiber optic,No,No,Mailed check
4659-NZRUF,0.965,Yes,Critical Risk,19,Month-to-month,95.15,1789.25,Fiber optic,Yes,No,Electronic check
8337-UPOAQ,0.965,Yes,Critical Risk,10,Month-to-month,89.8,914.3,Fiber optic,No,No,Electronic check
8182-BJDSI,0.965,Yes,Critical Risk,28,Month-to-month,89.95,2625.55,Fiber optic,No,No,Electronic check
6161-UUUTA,0.965,Yes,Critical Risk,3,Month-to-month,79.9,260.9,Fiber optic,No,No,Electronic check
6087-MVHJH,0.965,Yes,Critical Risk,16,Month-to-month,88.45,1422.1,Fiber optic,No,No,Electronic check
0259-GBZSH,0.965,Yes,Critical Risk,2,Month-to-month,85.65,181.5,Fiber optic,No,No,Electronic check
3722-WPXTK,0.965,Yes,Critical Risk,1,Month-to-month,88.35,88.35,Fiber optic,No,No,Electronic check
3269-ATYWD,0.965,Yes,Critical Risk,39,Month-to-month,95.65,3759.05,Fiber optic,No,No,Bank transfer (automatic)
9734-YWGEX,0.965,Yes,Critical Risk,9,Month-to-month,98.3,923.5,Fiber optic,No,No,Credit card (automatic)
3254-YRILK,0.965,Yes,Critical Risk,19,Month-to-month,88.2,1775.8,Fiber optic,No,No,Electronic check
5208-HFSBT,0.965,Yes,Critical Risk,2,Month-to-month,55.05,102.75,DSL,No,Yes,Credit card (automatic)
9851-QXEEQ,0.965,Yes,Critical Risk,41,Month-to-month,104.7,4346.4,Fiber optic,No,No,Electronic check
9809-IMGCQ,0.965,Yes,Critical Risk,22,Month-to-month,96.7,2082.95,Fiber optic,No,No,Electronic check
9600-UDOPK,0.965,Yes,Critical Risk,30,Month-to-month,94.05,2866.45,Fiber optic,No,No,Credit card (automatic)
4074-SJFFA,0.965,Yes,Critical Risk,1,Month-to-month,54.75,54.75,DSL,No,No,Mailed check
5143-EGQFK,0.965,Yes,Critical Risk,10,Month-to-month,29.65,291.4,DSL,No,Yes,Electronic check
3143-JQEGI,0.965,Yes,Critical Risk,13,Month-to-month,88.35,1222.8,Fiber optic,No,No,Electronic check
7802-EFKNY,0.965,Yes,Critical Risk,5,Month-to-month,24.95,100.4,DSL,No,No,Electronic check
2951-QOQTK,0.965,Yes,Critical Risk,4,Month-to-month,80.8,332.45,Fiber optic,No,Yes,Credit card (automatic)
3754-DXMRT,0.965,Yes,Critical Risk,2,Month-to-month,44.15,92.65,DSL,No,No,Electronic check
2672-DZUOY,0.965,Yes,Critical Risk,1,Month-to-month,25.15,25.15,DSL,No,No,Electronic check
1740-CSDJP,0.965,Yes,Critical Risk,1,Month-to-month,35.25,35.25,DSL,No,No,Bank transfer (automatic)
1915-IOFGU,0.965,Yes,Critical Risk,1,Month-to-month,70.5,70.5,Fiber optic,No,No,Electronic check
0329-GTIAJ,0.965,Yes,Critical Risk,3,Month-to-month,97.9,315.3,Fiber optic,No,Yes,Electronic check
8161-QYMTT,0.965,Yes,Critical Risk,7,Month-to-month,94.1,701.3,Fiber optic,No,No,Electronic check
1342-JPNKI,0.965,Yes,Critical Risk,10,Month-to-month,86.05,834.1,Fiber optic,No,No,Bank transfer (automatic)
6457-USBER,0.965,Yes,Critical Risk,1,Month-to-month,80.8,80.8,Fiber optic,No,No,Electronic check
0680-DFNNY,0.965,Yes,Critical Risk,15,Month-to-month,101.1,1504.05,Fiber optic,No,No,Electronic check
4124-MMETB,0.965,Yes,Critical Risk,22,Month-to-month,94.65,2104.55,Fiber optic,No,No,Credit card (automatic)
8111-SLLHI,0.965,Yes,Critical Risk,39,Month-to-month,105.65,4284.8,Fiber optic,No,No,Electronic check
9763-PDTKK,0.965,Yes,Critical Risk,4,Month-to-month,94.4,387.2,Fiber optic,Yes,Yes,Bank transfer (automatic)
3027-ZTDHO,0.965,Yes,Critical Risk,1,Month-to-month,89.9,89.9,Fiber optic,No,No,Electronic check
4844-JJWUY,0.965,Yes,Critical Risk,1,Month-to-month,86.0,86,Fiber optic,No,No,Electronic check
4918-QLLIW,0.965,Yes,Critical Risk,3,Month-to-month,53.4,188.7,DSL,No,No,Credit card (automatic)
1122-JWTJW,0.965,Yes,Critical Risk,1,Month-to-month,70.65,70.65,Fiber optic,No,No,Mailed check
0093-XWZFY,0.965,Yes,Critical Risk,40,Month-to-month,104.5,4036.85,Fiber optic,No,No,Credit card (automatic)
4484-CGXFK,0.965,Yes,Critical Risk,3,Month-to-month,55.3,196.15,DSL,No,No,Electronic check
6615-ZGEDR,0.9615,Yes,Critical Risk,1,Month-to-month,19.7,19.7,No,No internet service,No internet service,Mailed check
3096-IZETN,0.96,Yes,Critical Risk,12,Month-to-month,78.1,947.3,Fiber optic,No,No,Bank transfer (automatic)
0280-XJGEX,0.96,Yes,Critical Risk,49,Month-to-month,103.7,5036.3,Fiber optic,No,No,Bank transfer (automatic)
0621-TWIEM,0.96,Yes,Critical Risk,10,Month-to-month,45.55,402.6,DSL,No,No,Electronic check
3669-OYSJI,0.96,Yes,Critical Risk,1,Month-to-month,46.2,46.2,DSL,No,No,Credit card (automatic)
6689-TCZHQ,0.96,Yes,Critical Risk,5,Month-to-month,78.95,378.4,Fiber optic,No,No,Electronic check
2430-USGXP,0.96,Yes,Critical Risk,24,Month-to-month,101.05,2391.8,Fiber optic,No,No,Electronic check
9239-ZBZZV,0.96,Yes,Critical Risk,6,Month-to-month,47.95,305.1,DSL,No,No,Electronic check
6416-TVAIH,0.96,Yes,Critical Risk,1,Month-to-month,68.5,68.5,Fiber optic,No,No,Electronic check
1254-IZEYF,0.96,Yes,Critical Risk,31,Month-to-month,99.95,3186.65,Fiber optic,No,No,Electronic check
1583-IHQZE,0.96,Yes,Critical Risk,12,Month-to-month,112.95,1384.75,Fiber optic,No,Yes,Mailed check
1184-PJVDB,0.96,Yes,Critical Risk,10,Month-to-month,79.95,857.2,Fiber optic,No,No,Electronic check
7854-FOKSF,0.96,Yes,Critical Risk,1,Month-to-month,35.9,35.9,DSL,No,No,Electronic check
9095-HFAFX,0.96,Yes,Critical Risk,5,Month-to-month,81.0,389.6,Fiber optic,No,No,Credit card (automatic)
3804-RVTGV,0.96,Yes,Critical Risk,50,Month-to-month,103.85,5017.9,Fiber optic,No,No,Bank transfer (automatic)
3538-WZPHD,0.96,Yes,Critical Risk,3,Month-to-month,29.6,79.45,DSL,No,No,Electronic check
3445-HXXGF,0.96,Yes,Critical Risk,58,Month-to-month,45.3,2651.2,DSL,No,No,Electronic check
5673-FSSMF,0.96,Yes,Critical Risk,1,Month-to-month,60.15,60.15,DSL,No,No,Electronic check
5868-YWPDW,0.96,Yes,Critical Risk,6,Month-to-month,84.2,519.15,Fiber optic,No,No,Electronic check
4274-OWWYO,0.96,Yes,Critical Risk,1,Month-to-month,74.35,74.35,Fiber optic,No,No,Electronic check
2446-PLQVO,0.96,Yes,Critical Risk,1,Month-to-month,70.3,70.3,Fiber optic,No,No,Electronic check
3393-FMZPV,0.96,Yes,Critical Risk,25,Month-to-month,100.25,2387.75,Fiber optic,No,No,Electronic check
5842-POCOP,0.96,Yes,Critical Risk,5,Month-to-month,88.9,454.15,Fiber optic,Yes,No,Mailed check
9894-EZEWG,0.96,Yes,Critical Risk,1,Month-to-month,74.3,74.3,Fiber optic,No,No,Credit card (automatic)
3006-XIMLN,0.96,Yes,Critical Risk,2,Month-to-month,94.2,193.8,Fiber optic,No,No,Bank transfer (automatic)
3001-CBHLQ,0.96,Yes,Critical Risk,32,Month-to-month,104.9,3351.55,Fiber optic,No,Yes,Electronic check
4636-QRJKY,0.96,Yes,Critical Risk,6,Month-to-month,80.5,502.85,Fiber optic,No,Yes,Electronic check
9057-MSWCO,0.96,Yes,Critical Risk,27,Month-to-month,30.75,805.1,DSL,Yes,No,Credit card (automatic)
6599-CEBNN,0.96,Yes,Critical Risk,34,Month-to-month,73.95,2524.45,Fiber optic,No,No,Credit card (automatic)
1660-HSOOQ,0.96,Yes,Critical Risk,1,Month-to-month,49.65,49.65,DSL,No,No,Mailed check
9063-ZGTUY,0.96,Yes,Critical Risk,61,Month-to-month,19.4,1182.55,No,No internet service,No internet service,Mailed check
5261-QSHQM,0.96,Yes,Critical Risk,4,Month-to-month,24.45,86.6,DSL,No,No,Electronic check
7242-QZLXF,0.96,Yes,Critical Risk,1,Month-to-month,25.3,25.3,DSL,No,No,Electronic check
3703-VAVCL,0.96,Yes,Critical Risk,2,Month-to-month,90.0,190.05,Fiber optic,No,Yes,Credit card (automatic)
5914-DVBWJ,0.96,Yes,Critical Risk,18,Month-to-month,85.45,1505.85,Fiber optic,No,Yes,Electronic check
6961-VCPMC,0.96,Yes,Critical Risk,46,Month-to-month,80.4,3605.2,Fiber optic,No,No,Electronic check
9057-SIHCH,0.96,Yes,Critical Risk,3,Month-to-month,96.6,291.9,Fiber optic,No,No,Electronic check
4919-MOAVT,0.96,Yes,Critical Risk,3,Month-to-month,69.65,220.1,Fiber optic,No,No,Electronic check
7563-BIUPC,0.96,Yes,Critical Risk,5,Month-to-month,80.6,415.55,Fiber optic,No,No,Electronic check
0220-EBGCE,0.96,Yes,Critical Risk,2,Month-to-month,85.85,167.3,Fiber optic,No,No,Electronic check
0925-VYDLG,0.96,Yes,Critical Risk,3,Month-to-month,75.25,242,Fiber optic,No,No,Electronic check
4729-XKASR,0.96,Yes,Critical Risk,1,Month-to-month,24.75,24.75,DSL,No,No,Electronic check
7079-QRCBC,0.96,Yes,Critical Risk,24,Month-to-month,98.75,2407.3,Fiber optic,No,No,Electronic check
3186-BAXNB,0.96,Yes,Critical Risk,1,Month-to-month,91.7,91.7,Fiber optic,No,Yes,Electronic check
9526-JAWYF,0.96,Yes,Critical Risk,26,Month-to-month,89.8,2335.3,Fiber optic,No,No,Electronic check
3565-UNOCC,0.96,Yes,Critical Risk,29,Month-to-month,99.05,2952.85,Fiber optic,No,No,Bank transfer (automatic)
1084-UQCHV,0.96,Yes,Critical Risk,1,Month-to-month,69.75,69.75,Fiber optic,No,No,Bank transfer (automatic)
2180-DXNEG,0.96,Yes,Critical Risk,12,Month-to-month,96.0,1062.1,Fiber optic,No,No,Electronic check
8868-WOZGU,0.96,Yes,Critical Risk,28,Month-to-month,105.7,2979.5,Fiber optic,No,No,Electronic check
4342-HENTK,0.96,Yes,Critical Risk,2,Month-to-month,70.65,142.35,Fiber optic,No,No,Electronic check
1363-TXLSL,0.96,Yes,Critical Risk,1,Month-to-month,70.3,70.3,Fiber optic,No,No,Electronic check
9874-QLCLH,0.96,Yes,Critical Risk,17,Month-to-month,104.2,1743.5,Fiber optic,Yes,No,Electronic check
8063-GBATB,0.96,Yes,Critical Risk,27,Month-to-month,85.25,2287.25,Fiber optic,No,No,Electronic check
5520-FVEWJ,0.96,Yes,Critical Risk,12,Month-to-month,84.5,916.9,Fiber optic,No,No,Electronic check
3751-KTZEL,0.96,Yes,Critical Risk,1,Month-to-month,35.05,35.05,DSL,No,No,Mailed check
8485-GJCDN,0.96,Yes,Critical Risk,5,Month-to-month,69.05,318.5,Fiber optic,No,No,Mailed check
0231-LXVAP,0.96,Yes,Critical Risk,1,Month-to-month,75.9,75.9,Fiber optic,No,Yes,Electronic check
7831-QGOXH,0.96,Yes,Critical Risk,18,Month-to-month,85.2,1553.9,Fiber optic,No,No,Electronic check
7384-GHBPI,0.96,Yes,Critical Risk,3,Month-to-month,35.15,99.75,DSL,No,No,Electronic check
7841-TZDMQ,0.96,Yes,Critical Risk,2,Month-to-month,46.0,84.5,DSL,No,No,Credit card (automatic)
4598-XLKNJ,0.96,Yes,Critical Risk,25,Month-to-month,98.5,2514.5,Fiber optic,No,No,Electronic check
9274-CNFMO,0.96,Yes,Critical Risk,4,Month-to-month,74.95,308.7,Fiber optic,No,No,Electronic check
3640-PHQXK,0.96,Yes,Critical Risk,31,Month-to-month,89.9,2806.9,Fiber optic,No,No,Electronic check
3398-ZOUAA,0.96,Yes,Critical Risk,21,Month-to-month,69.1,1474.75,Fiber optic,No,No,Electronic check
5998-VVEJY,0.96,Yes,Critical Risk,26,Month-to-month,80.5,2088.8,Fiber optic,No,Yes,Electronic check
0415-MOSGF,0.96,Yes,Critical Risk,1,Month-to-month,44.4,44.4,DSL,No,No,Mailed check
4289-DTDKW,0.96,Yes,Critical Risk,40,Month-to-month,101.3,4113.1,Fiber optic,No,No,Electronic check
1450-GALXR,0.96,Yes,Critical Risk,10,Month-to-month,98.5,1058.25,Fiber optic,No,Yes,Electronic check
3223-WZWJM,0.96,Yes,Critical Risk,26,Month-to-month,83.95,2254.2,Fiber optic,No,No,Electronic check
9367-WXLCH,0.96,Yes,Critical Risk,8,Month-to-month,84.5,662.65,Fiber optic,No,No,Bank transfer (automatic)
3296-SILRA,0.9583,Yes,Critical Risk,1,Month-to-month,76.4,76.4,Fiber optic,No,No,Mailed check
0786-VSSUD,0.955,Yes,Critical Risk,16,Month-to-month,39.0,679.85,DSL,No,No,Mailed check
8008-HAWED,0.955,Yes,Critical Risk,14,Month-to-month,50.75,712.75,DSL,No,No,Electronic check
4013-UBXWQ,0.955,Yes,Critical Risk,7,Month-to-month,74.65,521.1,DSL,No,Yes,Electronic check
2108-XWMPY,0.955,Yes,Critical Risk,3,Month-to-month,35.45,106.85,DSL,Yes,No,Mailed check
5178-LMXOP,0.955,Yes,Critical Risk,1,Month-to-month,95.1,95.1,Fiber optic,No,No,Electronic check
1612-EOHDH,0.955,Yes,Critical Risk,1,Month-to-month,45.15,45.15,DSL,No,No,Electronic check
4566-GOLUK,0.955,Yes,Critical Risk,47,Month-to-month,107.35,5118.95,Fiber optic,No,Yes,Bank transfer (automatic)
3668-QPYBK,0.955,Yes,Critical Risk,2,Month-to-month,53.85,108.15,DSL,Yes,No,Mailed check
7613-LLQFO,0.955,Yes,Critical Risk,12,Month-to-month,84.45,1059.55,Fiber optic,No,No,Electronic check
2568-BRGYX,0.955,Yes,Critical Risk,4,Month-to-month,70.2,237.95,Fiber optic,No,No,Electronic check
6711-FLDFB,0.955,Yes,Critical Risk,7,Month-to-month,74.9,541.15,Fiber optic,No,No,Electronic check
9637-EIHEQ,0.955,Yes,Critical Risk,1,Month-to-month,50.8,50.8,DSL,No,Yes,Electronic check
1309-BXVOQ,0.955,Yes,Critical Risk,21,Month-to-month,106.1,2249.95,Fiber optic,No,Yes,Electronic check
4433-JCGCG,0.955,Yes,Critical Risk,46,Month-to-month,101.0,4680.05,Fiber optic,No,No,Electronic check
4806-HIPDW,0.955,Yes,Critical Risk,1,Month-to-month,68.95,68.95,Fiber optic,No,No,Electronic check
2725-KXXWT,0.955,Yes,Critical Risk,1,Month-to-month,90.75,90.75,Fiber optic,No,No,Electronic check
6771-XWBDM,0.955,Yes,Critical Risk,57,Month-to-month,104.5,5921.35,Fiber optic,No,No,Credit card (automatic)
9488-HGMJH,0.955,Yes,Critical Risk,1,Month-to-month,71.15,71.15,Fiber optic,No,No,Electronic check
3319-DWOEP,0.955,Yes,Critical Risk,6,Month-to-month,95.75,573.75,Fiber optic,No,No,Electronic check
4077-CROMM,0.955,Yes,Critical Risk,31,Month-to-month,104.2,3243.45,Fiber optic,No,Yes,Electronic check
6400-BWQKW,0.955,Yes,Critical Risk,6,Month-to-month,79.05,434.5,Fiber optic,Yes,No,Electronic check
4750-ZRXIU,0.955,Yes,Critical Risk,4,Month-to-month,84.6,360.1,Fiber optic,No,No,Electronic check
5087-SUURX,0.955,Yes,Critical Risk,18,Month-to-month,39.05,669.85,DSL,No,No,Electronic check
0137-OCGAB,0.955,Yes,Critical Risk,1,Month-to-month,80.2,80.2,Fiber optic,No,No,Mailed check
1792-UXAFY,0.955,Yes,Critical Risk,17,Month-to-month,89.15,1496.9,Fiber optic,No,No,Electronic check
3583-EKAPL,0.955,Yes,Critical Risk,1,Month-to-month,55.0,55,DSL,No,No,Electronic check
7625-XCQRH,0.955,Yes,Critical Risk,11,Month-to-month,76.5,837.95,Fiber optic,No,No,Electronic check
5590-YRFJT,0.955,Yes,Critical Risk,20,Month-to-month,24.45,482.8,DSL,No,No,Electronic check
4282-YMKNA,0.955,Yes,Critical Risk,9,Month-to-month,74.75,706.6,Fiber optic,No,No,Electronic check
0946-CLJTI,0.955,Yes,Critical Risk,58,Month-to-month,98.7,5812.6,Fiber optic,No,No,Electronic check
0495-ZBNGW,0.955,Yes,Critical Risk,5,Month-to-month,79.9,343.95,Fiber optic,No,No,Bank transfer (automatic)
4550-VBOFE,0.955,Yes,Critical Risk,70,Month-to-month,102.95,7101.5,Fiber optic,No,No,Electronic check
2207-NHRJK,0.955,Yes,Critical Risk,1,Month-to-month,50.8,50.8,DSL,No,No,Electronic check
4847-QNOKA,0.955,Yes,Critical Risk,1,Month-to-month,44.9,44.9,DSL,No,No,Bank transfer (automatic)
1704-NRWYE,0.955,Yes,Critical Risk,9,Month-to-month,80.85,751.65,Fiber optic,No,No,Electronic check
6142-VSJQO,0.955,Yes,Critical Risk,1,Month-to-month,44.35,44.35,DSL,No,No,Bank transfer (automatic)
2506-TNFCO,0.955,Yes,Critical Risk,1,Month-to-month,69.55,69.55,Fiber optic,No,No,Electronic check
2984-MIIZL,0.955,Yes,Critical Risk,4,Month-to-month,74.8,321.9,Fiber optic,No,No,Bank transfer (automatic)
3755-JBMNH,0.955,Yes,Critical Risk,16,Month-to-month,71.8,1167.8,Fiber optic,No,No,Bank transfer (automatic)
2034-CGRHZ,0.955,Yes,Critical Risk,24,Month-to-month,102.95,2496.7,Fiber optic,No,No,Credit card (automatic)
2929-ERCFZ,0.955,Yes,Critical Risk,8,Month-to-month,94.2,777.3,Fiber optic,No,No,Electronic check
7377-DMMRI,0.955,Yes,Critical Risk,2,Month-to-month,47.8,92.45,DSL,Yes,No,Electronic check
0295-PPHDO,0.955,Yes,Critical Risk,1,Month-to-month,95.45,95.45,Fiber optic,No,No,Electronic check
7730-IUTDZ,0.955,Yes,Critical Risk,43,Month-to-month,75.2,3198.6,Fiber optic,Yes,No,Electronic check
0709-TVGUR,0.955,Yes,Critical Risk,9,Month-to-month,74.55,622.9,Fiber optic,No,No,Electronic check
2219-MVUSO,0.955,Yes,Critical Risk,8,Month-to-month,45.15,438.4,DSL,No,No,Mailed check
4547-KQRTM,0.955,Yes,Critical Risk,10,Month-to-month,80.05,830.7,Fiber optic,No,No,Bank transfer (automatic)
4086-YQSNZ,0.955,Yes,Critical Risk,3,Month-to-month,80.4,224.05,Fiber optic,No,No,Electronic check
2260-USTRB,0.955,Yes,Critical Risk,2,Month-to-month,70.2,115.95,Fiber optic,No,No,Bank transfer (automatic)
0318-QUUOB,0.955,Yes,Critical Risk,1,Month-to-month,80.55,80.55,Fiber optic,No,No,Electronic check
1794-HBQTJ,0.955,Yes,Critical Risk,1,Month-to-month,48.6,48.6,DSL,Yes,No,Credit card (automatic)
2320-JRSDE,0.955,Yes,Critical Risk,1,Month-to-month,19.9,19.9,No,No internet service,No internet service,Electronic check
7314-OXENN,0.955,Yes,Critical Risk,2,Month-to-month,82.0,184.65,Fiber optic,No,No,Electronic check
1689-MRZQR,0.955,Yes,Critical Risk,34,Month-to-month,78.3,2564.3,Fiber optic,No,No,Electronic check
5569-OUICF,0.955,Yes,Critical Risk,28,Month-to-month,101.3,2812.2,Fiber optic,No,Yes,Credit card (automatic)
6581-NQCBA,0.955,Yes,Critical Risk,16,Month-to-month,49.95,810.2,DSL,No,Yes,Electronic check
4471-KXAUH,0.955,Yes,Critical Risk,42,Month-to-month,84.3,3588.4,Fiber optic,No,Yes,Electronic check
0224-HJAPT,0.955,Yes,Critical Risk,5,Month-to-month,47.15,223.15,DSL,No,No,Electronic check
7493-TPUWZ,0.955,Yes,Critical Risk,1,Month-to-month,79.15,79.15,Fiber optic,No,No,Electronic check
5673-TIYIB,0.955,Yes,Critical Risk,2,Month-to-month,40.4,77.15,DSL,No,Yes,Credit card (automatic)
9158-VCTQB,0.955,Yes,Critical Risk,41,Month-to-month,113.6,4594.95,Fiber optic,Yes,Yes,Bank transfer (automatic)
0236-HFWSV,0.955,Yes,Critical Risk,15,Month-to-month,93.35,1444.65,Fiber optic,No,No,Electronic check
1626-ERCMM,0.955,Yes,Critical Risk,20,Month-to-month,94.55,1899.65,Fiber optic,No,No,Electronic check
2079-FBMZK,0.955,Yes,Critical Risk,6,Month-to-month,69.25,418.4,Fiber optic,No,No,Mailed check
6402-ZFPPI,0.955,Yes,Critical Risk,25,Month-to-month,102.8,2660.2,Fiber optic,Yes,No,Mailed check
0722-TROQR,0.955,Yes,Critical Risk,4,Month-to-month,74.9,321.75,Fiber optic,No,No,Electronic check
4629-NRXKX,0.955,Yes,Critical Risk,2,Month-to-month,70.4,147.15,Fiber optic,No,No,Electronic check
6877-LGWXO,0.955,Yes,Critical Risk,18,Month-to-month,78.55,1422.65,Fiber optic,No,No,Electronic check
3070-DVEYC,0.955,Yes,Critical Risk,7,Month-to-month,73.75,545.15,Fiber optic,No,No,Mailed check
5981-ITEMU,0.955,Yes,Critical Risk,40,Month-to-month,97.1,3706.95,Fiber optic,No,No,Bank transfer (automatic)
5669-SRAIP,0.955,Yes,Critical Risk,5,Month-to-month,39.5,210.75,DSL,No,No,Electronic check
7952-OBOYL,0.955,Yes,Critical Risk,3,Month-to-month,89.85,244.45,Fiber optic,No,Yes,Mailed check
4080-OGPJL,0.955,Yes,Critical Risk,8,Month-to-month,71.15,563.65,DSL,Yes,Yes,Electronic check
8685-WHQPW,0.955,Yes,Critical Risk,22,Month-to-month,74.4,1692.6,Fiber optic,No,No,Bank transfer (automatic)
3803-KMQFW,0.9525,Yes,Critical Risk,1,Month-to-month,20.55,20.55,No,No internet service,No internet service,Mailed check
6086-ESGRL,0.9525,Yes,Critical Risk,1,Month-to-month,80.15,80.15,Fiber optic,No,No,Credit card (automatic)
0637-YLETY,0.95,Yes,Critical Risk,16,Month-to-month,95.6,1555.65,Fiber optic,No,No,Credit card (automatic)
6352-TWCAU,0.95,Yes,Critical Risk,35,Month-to-month,86.45,3029.1,Fiber optic,No,No,Electronic check
5442-XSDCW,0.95,Yes,Critical Risk,11,Month-to-month,79.5,868.5,Fiber optic,No,No,Bank transfer (automatic)
1768-ZAIFU,0.95,Yes,Critical Risk,1,Month-to-month,25.2,25.2,DSL,No,No,Electronic check
1075-BGWOH,0.95,Yes,Critical Risk,16,Month-to-month,98.75,1587.55,Fiber optic,No,No,Electronic check
2082-OJVTK,0.95,Yes,Critical Risk,29,Month-to-month,89.2,2698.35,Fiber optic,No,No,Electronic check
